英雄 ID,英雄名称,英雄评级,英雄胜率,英雄出场率,海克斯阶级,海克斯名称,海克斯胜率,海克斯出场率,胜率差,综合得分
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,秘术冲拳,0.49134844868735084,0.17279241197999898,0.03457232620681061,1.3550537513942413
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,巨人杀手,0.5209003215434084,0.04809526264240425,0.06412419906286815,1.3405960910071786
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,巨像的勇气,0.5151515151515151,0.005103355843084695,0.05837539267097491,1.0624345201304064
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,卡皮巴拉空投,0.5137614678899083,0.005618846332285169,0.05698534540936806,1.040762034720578
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,质变：混沌,0.5086206896551724,0.023918758698902004,0.05184456717463215,1.029104483017926
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,虚空裂隙,0.5045992115637319,0.03922882622815609,0.04782308908319166,1.0241406009494565
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,残忍,0.48454469507101083,0.061704211557296766,0.027768572590470608,0.7742980694089777
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,小丑学院,0.4904109589041096,0.01881540285581731,0.03363483642356935,0.6956565333197853
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,尤里卡,0.470189701897019,0.07608639620599,0.01341357941647875,0.5883347619150563
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,科学狂人,0.47761194029850745,0.006907572555286355,0.020835817817967228,0.42652181035144043
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,属性叠属性叠属性！,0.47214076246334313,0.01757822568173617,0.015364639982802908,0.3773253645615763
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,无限循环往复,0.46563814866760167,0.03675447187999381,0.008862026187061445,0.3459865248737066
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,飞身踢,0.46956521739130436,0.005928140625805454,0.012789094910764132,0.2845040008881044
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,史上最大雪球,0.464,0.025774524460023714,0.007223877519459798,0.27203258668631336
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,？？？,0.4659090909090909,0.004536316304964173,0.009132968428550658,0.2160206444148619
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,魄罗之王的弹跳,0.46405228758169936,0.007887004484767255,0.007276165101159138,0.198193358986113
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,双刀流,0.45294117647058824,0.008763338316408062,-0.0038349460099519894,0.18667504046669586
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,精怪魔法,0.4595238095238095,0.02165060054641992,0.0027476870432692757,0.1780779131739925
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,夺金,0.4479166666666667,0.009897417392649106,-0.00885945581387354,0.09581365158447828
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,任务：沃格勒特的巫师帽,0.4535840188014101,0.043868240630960356,-0.0031921036791301427,0.05102269560498159
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,珠光护手,0.4550989345509893,0.06773545028094231,-0.0016771879295509051,-0.02272982120029271
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,不祥契约,0.4397905759162304,0.009845868343729058,-0.01698554656430984,-0.04325705061673506
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,当心小蛋糕！,0.43621399176954734,0.012526418887571524,-0.020562130710992887,-0.1157614033955119
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,战争交响乐,0.43333333333333335,0.004639414402804268,-0.023442789147206877,-0.13218509354007396
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,秘术冲拳,0.4329268292682927,0.008454044022887778,-0.023849293212247547,-0.15509064067541312
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,量子计算,0.4308510638297872,0.009691221196968917,-0.025925058650753008,-0.19583953129947468
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,炼狱导管,0.4330357142857143,0.03464096087427187,-0.023740408194825924,-0.26263528858831786
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,尊我为王,0.425,0.004123923913603794,-0.031776122480540236,-0.2728696742348716
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,终极刷新,0.4278169014084507,0.029279859786586936,-0.028959221072089536,-0.3296897742535186
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,神圣雪球,0.4201474201474201,0.020980462910459304,-0.0366287023331201,-0.4264737571636929
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,连拨击锤,0.42151675485008816,0.02922831073766689,-0.035259367630452065,-0.4374626958466396
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,终极唤醒,0.41818181818181815,0.01984638383421826,-0.03859430429872207,-0.4554270841628642
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,你摸不到,0.4117647058823529,0.022784679622660963,-0.045011416598187304,-0.5776966762160519
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,踢踏舞,0.40714285714285714,0.014433733697613279,-0.049633265337683086,-0.6220270304854827
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,歌利亚巨人,0.40441176470588236,0.00701067065312645,-0.052364357774657866,-0.6378254534365122
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,物法皆修,0.4080808080808081,0.025516779215423474,-0.048695314399732126,-0.6522558255100126
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,最万用的瞄准镜,0.3902439024390244,0.008454044022887778,-0.06653222004151582,-0.8867016534394465
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,任务：海牛阿福的勇士,0.38016528925619836,0.006237434919325739,-0.07661083322434187,-1.0501939717965352
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,亮出你的剑,0.37815126050420167,0.006134336821485643,-0.07862486197633856,-1.084284882797671
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,玻璃大炮,0.37037037037037035,0.009742770245888963,-0.08640575211016988,-1.2327303342459306
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,全能龙魂,0.3660130718954248,0.007887004484767255,-0.09076305058511541,-1.2996635126656073
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,精准奇才,0.36082474226804123,0.0050002577452446005,-0.095951380212499,-1.376533544595219
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,慢炖,0.35714285714285715,0.0028867467395226557,-0.09963326533768307,-1.430812852417813
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,巨像的勇气,0.3484848484848485,0.00340223722872313,-0.10829127399569172,-1.5813700830502935
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,利刃华尔兹,0.34545454545454546,0.0028351976906026083,-0.11132157702599477,-1.6309421619275857
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,地狱三头犬,0.3333333333333333,0.0037115315222434144,-0.12344278914720691,-1.842368412780799
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,感受燃烧,0.29213483146067415,0.0045878653538842205,-0.16464129101986608,-2.5521968816586225
518,万花通灵,5,0.4567761224805402,0.005919055489734029,棱彩,科学狂人,0.2878787878787879,0.00340223722872313,-0.16889733460175232,-2.620194378230394
518,万花通灵,5,0.4567761224805402,0.005919055489734029,白银,属性！,0.5354523227383863,0.021083561008299397,0.07867620025784605,1.4771691169916719
518,万花通灵,5,0.4567761224805402,0.005919055489734029,白银,俯冲轰炸,0.532150776053215,0.02324862106294139,0.07537465357267481,1.4296244145542827
518,万花通灵,5,0.4567761224805402,0.005919055489734029,白银,质变：黄金阶,0.5223880597014925,0.031084076498788596,0.06561193722095227,1.2950227405232717
518,万花通灵,5,0.4567761224805402,0.005919055489734029,白银,自我毁灭,0.5185185185185185,0.012526418887571524,0.061742396037978264,1.151161123425264
518,万花通灵,5,0.4567761224805402,0.005919055489734029,白银,防护面纱,0.5194805194805194,0.007938553533687304,0.0627043969999792,1.1484819349089794
518,万花通灵,5,0.4567761224805402,0.005919055489734029,白银,由心及物,0.5044052863436124,0.023403268209701532,0.047629163863072144,0.9546961774539449
518,万花通灵,5,0.4567761224805402,0.005919055489734029,白银,霸符兄弟,0.5,0.013505850817052426,0.043223877519459775,0.8378347325825872
518,万花通灵,5,0.4567761224805402,0.005919055489734029,白银,巫师式思考,0.4731789949181254,0.09129336563740399,0.016402872437585148,0.703108957302492
518,万花通灵,5,0.4567761224805402,0.005919055489734029,白银,会心防御,0.49122807017543857,0.002938295788442703,0.034451947694898344,0.6433265068004281
518,万花通灵,5,0.4567761224805402,0.005919055489734029,白银,逃跑计划,0.4889867841409692,0.011701634104850766,0.03221066166042896,0.6415234356189584
518,万花通灵,5,0.4567761224805402,0.005919055489734029,白银,唯快不破,0.4861111111111111,0.0037115315222434144,0.02933498863057088,0.558849393646949
518,万花通灵,5,0.4567761224805402,0.005919055489734029,白银,扇巴掌,0.4666117065127782,0.06252899634001753,0.009835584032237998,0.47036188594552425
