英雄 ID,英雄名称,英雄评级,英雄胜率,英雄出场率,海克斯ID,源站排名,源站层级,海克斯阶级,海克斯名称,海克斯胜率,海克斯出场率,胜率差,综合得分
518,万花通灵,4,0.460425,0.005084,2118,1,T1,棱彩,大招工具人,0.516129,0.000792,0.055703999999999976,1.5752133177290661
518,万花通灵,4,0.460425,0.005084,1337,2,T1,棱彩,尊我为王,0.506276,0.003051,0.045850999999999975,1.3668821909105717
518,万花通灵,4,0.460425,0.005084,1333,3,T1,白银,逃跑计划,0.499529,0.013559,0.03910400000000003,1.250352787888754
518,万花通灵,4,0.460425,0.005084,1305,4,T1,白银,练腿日,0.498185,0.014069,0.037760000000000016,1.2225239306769498
518,万花通灵,4,0.460425,0.005084,1180,5,T1,黄金,超强大脑,0.488758,0.105898,0.028333000000000053,1.284651780639744
518,万花通灵,4,0.460425,0.005084,1156,6,T1,棱彩,沃格勒特的巫师帽,0.491448,0.069792,0.031023000000000023,1.2380498801310806
518,万花通灵,4,0.460425,0.005084,1420,7,T1,黄金,咏叹奏鸣,0.493603,0.005988,0.03317800000000004,1.0990169101958127
518,万花通灵,4,0.460425,0.005084,1308,8,T1,白银,火狐,0.491071,0.010724,0.030646000000000007,1.0575969928866107
518,万花通灵,4,0.460425,0.005084,2062,9,T1,棱彩,回响施放,0.484545,0.072077,0.02412000000000003,1.0941412360640712
518,万花通灵,4,0.460425,0.005084,1353,10,T2,黄金,坦克引擎,0.489403,0.003313,0.028978000000000004,0.9996049733038577
518,万花通灵,4,0.460425,0.005084,1388,11,T1,棱彩,无限循环往复,0.483386,0.052256,0.02296100000000001,1.0110668495865291
518,万花通灵,4,0.460425,0.005084,2031,12,T2,棱彩,空投熊,0.486166,0.001615,0.025741000000000014,0.9240471299020118
518,万花通灵,4,0.460425,0.005084,1323,13,T1,棱彩,残忍,0.472732,0.136252,0.012307000000000012,1.0235915008124128
518,万花通灵,4,0.460425,0.005084,1030,14,T1,棱彩,尤里卡,0.471017,0.151426,0.010592000000000046,1.0304273058728448
518,万花通灵,4,0.460425,0.005084,2132,15,T1,黄金,术士果汁盒,0.472044,0.135977,0.011619000000000046,1.0077827071456622
518,万花通灵,4,0.460425,0.005084,1318,16,T1,白银,升级：中娅,0.468318,0.175498,0.007893000000000039,1.0417443353111964
518,万花通灵,4,0.460425,0.005084,1053,17,T2,棱彩,科学狂人,0.483721,0.002745,0.02329600000000004,0.8740105726572326
518,万花通灵,4,0.460425,0.005084,2098,18,T2,棱彩,吃过路兵,0.480565,0.001807,0.020140000000000047,0.8024355329485147
518,万花通灵,4,0.460425,0.005084,1390,19,T1,黄金,超凡邪恶,0.466224,0.151764,0.005799000000000054,0.9268658580503584
518,万花通灵,4,0.460425,0.005084,1195,20,T2,棱彩,巨人杀手,0.478469,0.006671,0.018044000000000004,0.7708990561928496
518,万花通灵,4,0.460425,0.005084,1013,21,T2,黄金,星界躯体,0.478873,0.001813,0.01844800000000002,0.7655463938995368
518,万花通灵,4,0.460425,0.005084,1105,22,T2,白银,家园卫士,0.477015,0.011803,0.01659000000000005,0.7541475907676672
518,万花通灵,4,0.460425,0.005084,1097,23,T1,白银,巫师式思考,0.461124,0.180216,0.0006990000000000052,0.8985823791459402
518,万花通灵,4,0.460425,0.005084,2032,24,T2,黄金,鲨鱼诱饵,0.47479,0.012154,0.014365000000000017,0.7066383717322249
518,万花通灵,4,0.460425,0.005084,2077,25,T1,黄金,贪欲束缚,0.461834,0.155971,0.001409000000000049,0.8433759930102371
518,万花通灵,4,0.460425,0.005084,1329,26,T2,棱彩,史上最大雪球,0.474717,0.010731,0.014292000000000027,0.7008969018968422
518,万花通灵,4,0.460425,0.005084,1402,27,T2,棱彩,属性叠属性叠属性！,0.473568,0.002898,0.013143000000000016,0.6529950728013607
518,万花通灵,4,0.460425,0.005084,1136,28,T1,白银,扇巴掌,0.463307,0.112473,0.002882000000000051,0.7486748793542326
518,万花通灵,4,0.460425,0.005084,1056,29,T2,白银,由心及物,0.469824,0.034376,0.009399000000000046,0.6631124167785287
518,万花通灵,4,0.460425,0.005084,1133,30,T1,黄金,魔法飞弹,0.454307,0.206836,-0.006117999999999957,-0.22077681214617462
518,万花通灵,4,0.460425,0.005084,1074,31,T2,黄金,缩小射线,0.472178,0.004015,0.011753000000000013,0.6259327253707703
518,万花通灵,4,0.460425,0.005084,2083,32,T2,黄金,牙仙子,0.468066,0.036182,0.007641000000000009,0.6300320706374587
518,万花通灵,4,0.460425,0.005084,1057,33,T2,白银,山脉龙魂,0.468165,0.005113,0.007740000000000025,0.5416009707203694
518,万花通灵,4,0.460425,0.005084,1098,34,T2,黄金,急急小子,0.463406,0.056259,0.0029810000000000114,0.5869263603913104
