英雄 ID,英雄名称,英雄评级,英雄胜率,英雄出场率,海克斯阶级,海克斯名称,海克斯胜率,海克斯出场率,胜率差,综合得分
518,万花通灵,5,0.4565001460706982,0.005795239607677685,棱彩,小丑学院,0.532258064516129,0.018112766579024248,0.07575791844543078,1.4076614278748527
518,万花通灵,5,0.4565001460706982,0.005795239607677685,棱彩,巨像的勇气,0.53,0.0058428279287175,0.0734998539293018,1.3162434374126475
518,万花通灵,5,0.4565001460706982,0.005795239607677685,棱彩,秘术冲拳,0.4859038142620232,0.1761612620508326,0.029403668191325005,1.2754885681216965
518,万花通灵,5,0.4565001460706982,0.005795239607677685,棱彩,精准奇才,0.5166666666666667,0.0035056967572304996,0.0601665205959685,1.0748167141216176
518,万花通灵,5,0.4565001460706982,0.005795239607677685,棱彩,史上最大雪球,0.5091575091575091,0.03190184049079755,0.052657363086810904,1.0652914959916266
518,万花通灵,5,0.4565001460706982,0.005795239607677685,棱彩,量子计算,0.5138888888888888,0.008413672217353198,0.05738874281819062,1.0474777590313806
518,万花通灵,5,0.4565001460706982,0.005795239607677685,棱彩,尊我为王,0.5079365079365079,0.0036809815950920245,0.05143636186580969,0.9239977769744997
518,万花通灵,5,0.4565001460706982,0.005795239607677685,棱彩,科学狂人,0.5061728395061729,0.004732690622261174,0.049672693435474646,0.8978542316713167
518,万花通灵,5,0.4565001460706982,0.005795239607677685,棱彩,慢炖,0.4909090909090909,0.0032135553607946245,0.034408944838392685,0.6263944775850868
518,万花通灵,5,0.4565001460706982,0.005795239607677685,棱彩,精怪魔法,0.48360655737704916,0.021384750219106047,0.02710641130635094,0.5769434887162546
518,万花通灵,5,0.4565001460706982,0.005795239607677685,棱彩,卡皮巴拉空投,0.48360655737704916,0.0071282500730353495,0.02710641130635094,0.5162739573955691
518,万花通灵,5,0.4565001460706982,0.005795239607677685,棱彩,虚空裂隙,0.46551724137931033,0.06099912357581069,0.00901709530861211,0.4314753851799991
518,万花通灵,5,0.4565001460706982,0.005795239607677685,棱彩,珠光护手,0.45793000744601636,0.07846917908267602,0.0014298613753181422,0.3740979460181117
